Waf: Entering directory `/usr/ns-allinone-3.30/ns-3.30/build'
[2440/2530] Compiling scratch/test/epc-group-helper.cc
[2450/2530] Compiling scratch/test/lena-radio-link-failure-6.cc
[2486/2530] Linking build/scratch/test/test
Waf: Leaving directory `/usr/ns-allinone-3.30/ns-3.30/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (10.074s)
delay:0.000185841
1588282765.791,170.017,78,29,-3.15017,0.200001
1588282765.792,170.017,78,29,-3.15017,0.200001
1588282765.793,170.017,78,29,-3.15017,0.200001
1588282765.945,170.069,78,29,-3.1502,0.440001
1588282766.137,170.161,78,29,-3.15026,0.680001
1588282766.137,170.161,78,29,-3.15026,0.680001
1588282766.138,170.161,78,29,-3.15026,0.680001
1588282766.301,170.293,78,29,-3.15036,0.920001
1588282766.480,170.464,78,29,-3.15051,1.16
1588282766.480,170.464,78,29,-3.15051,1.16
1588282766.481,170.464,78,29,-3.15051,1.16
1588282766.674,170.674,78,29,-3.15094,1.4
1588282766.850,170.923,78,29,-3.15123,1.64
1588282766.850,170.923,78,29,-3.15123,1.64
1588282766.851,170.923,78,29,-3.15123,1.64
1588282767.46,171.211,78,29,-3.15157,1.88
1588282767.200,171.538,78,29,-3.15195,2.12
1588282767.201,171.538,78,29,-3.15195,2.12
1588282767.201,171.538,78,29,-3.15195,2.12
1588282767.355,171.903,78,29,-3.15238,2.36
1588282767.536,172.306,78,29,-3.15337,2.6
1588282767.536,172.306,78,29,-3.15337,2.6
1588282767.537,172.306,78,29,-3.15337,2.6
1588282767.709,172.748,78,29,-3.15394,2.84
1588282767.879,173.227,78,29,-3.15455,3.08
1588282767.879,173.227,78,29,-3.15455,3.08
1588282767.880,173.227,78,29,-3.15455,3.08
1588282768.61,173.743,78,29,-3.1552,3.32
1588282768.231,174.296,78,29,-3.1559,3.56
1588282768.231,174.296,78,29,-3.1559,3.56
1588282768.232,174.296,78,29,-3.1559,3.56
1588282768.412,174.886,78,28,-3.23448,3.8
1588282768.585,175.513,78,28,-3.23533,4.04
1588282768.586,175.513,78,28,-3.23533,4.04
1588282768.586,175.513,78,28,-3.23533,4.04
1588282768.751,176.175,78,28,-3.23623,4.28
1588282768.929,176.873,78,28,-3.23717,4.52
1588282768.930,176.873,78,28,-3.23717,4.52
1588282768.930,176.873,78,28,-3.23717,4.52
1588282769.113,177.606,78,28,-3.23815,4.76
1588282769.277,178.373,78,28,-3.24023,5
1588282769.278,178.373,78,28,-3.24023,5
1588282769.279,178.373,78,28,-3.24023,5
1588282769.444,179.175,78,28,-3.24133,5.24
1588282769.622,180.01,78,28,-3.24247,5.48
1588282769.623,180.01,78,28,-3.24247,5.48
1588282769.623,180.01,78,28,-3.24247,5.48
1588282769.785,180.879,78,28,-3.24364,5.72
1588282769.939,181.781,78,28,-3.24485,5.96
1588282769.940,181.781,78,28,-3.24485,5.96
1588282769.941,181.781,78,28,-3.24485,5.96
1588282770.109,182.715,78,28,-3.24737,6.2
1588282770.258,183.68,78,27,-3.33196,6.44
1588282770.259,183.68,78,27,-3.33196,6.44
1588282770.259,183.68,78,27,-3.33196,6.44
1588282770.407,184.677,77,27,-3.33335,6.68
1588282770.561,185.705,77,27,-3.33478,6.92
1588282770.561,185.705,77,27,-3.33478,6.92
1588282770.562,185.705,77,27,-3.33478,6.92
1588282770.711,186.764,77,27,-3.33624,7.16
1588282770.896,187.852,77,27,-3.33924,7.4
1588282770.897,187.852,77,27,-3.33924,7.4
1588282770.898,187.852,77,27,-3.33924,7.4
1588282771.101,188.969,77,27,-3.34078,7.64
1588282771.290,190.115,77,27,-3.34236,7.88
1588282771.291,190.115,77,27,-3.34236,7.88
1588282771.291,190.115,77,27,-3.34236,7.88
1588282771.491,191.289,77,27,-3.34395,8.12
1588282771.659,192.491,77,27,-3.34558,8.36
1588282771.660,192.491,77,27,-3.34558,8.36
1588282771.660,192.491,77,27,-3.34558,8.36
1588282771.824,193.721,77,26,-3.43924,8.6
1588282772.37,194.977,77,26,-3.44101,8.84
1588282772.38,194.977,77,26,-3.44101,8.84
1588282772.38,194.977,77,26,-3.44101,8.84
1588282772.207,196.259,77,26,-3.44279,9.08
1588282772.379,197.567,77,26,-3.4446,9.32
1588282772.379,197.567,77,26,-3.4446,9.32
1588282772.380,197.567,77,26,-3.4446,9.32
1588282772.559,198.9,77,26,-3.44643,9.56
1588282772.711,200.258,77,26,-3.44572,9.8
1588282772.712,200.258,77,26,-3.44572,9.8
